biosample,estres,tejido
SAMN18877655,control,root
SAMN18877656,stress,root
SAMN18877657,control,cotyledon
SAMN18877658,stress,cotyledon
SAMN18877659,control,shoot
SAMN18877660,stress,shoot
SAMN18877661,control,root
SAMN18877662,stress,root
SAMN18877663,control,cotyledon
SAMN18877664,stress,cotyledon
SAMN18877665,control,shoot
SAMN18877666,stress,shoot
SAMN18929605,,root
SAMN18929611,,leaf
SAMN18929612,,leaf
SAMN18929613,,leaf
SAMN18929614,,leaf
SAMN18929615,,leaf
SAMN18929617,,root
SAMN18929618,,root
SAMN18929619,,root
SAMN18929620,,root
SAMN18929621,,root
SAMN18929622,,root
SAMN18929623,,root
SAMN18929624,,root
SAMN18929625,,root
SAMN18929626,,leaf
SAMN18929627,,leaf
SAMN18929628,,root
SAMN18929629,,root
SAMN18929630,,leaf
SAMN18929631,,leaf
SAMN18929632,,leaf
SAMN18929633,,leaf
SAMN18929634,,leaf
SAMN19021058,,root
SAMN19021060,,root
SAMN19021062,,root
SAMN19021064,,root
SAMN19021066,,root
SAMN19021068,,root
SAMN19021070,,root
SAMN19021072,,root
SAMN19021074,,root
SAMN19021076,,root
SAMN19021078,,root
SAMN19021080,,root
SAMN19156971,,leave
SAMN19217946,,root
SAMN19217947,,root
SAMN19217948,,root
SAMN19217949,,root
SAMN19217950,,root
SAMN19217951,,root
SAMN19217952,,root
SAMN19217953,,root
SAMN19243690,,leaf
SAMN19243691,,leaf
SAMN19243692,,leaf
SAMN19243693,,leaf
SAMN19243694,,leaf
SAMN19243695,,leaf
SAMN19243696,,leaf
SAMN19243697,,leaf
SAMN19243698,,leaf
SAMN19243699,,leaf
SAMN19243700,,leaf
SAMN19243701,,leaf
SAMN19243702,,leaf
SAMN19243703,,leaf
SAMN19243704,,leaf
SAMN19243705,,leaf
SAMN19243706,,leaf
SAMN19243707,,leaf
SAMN19243708,,leaf
SAMN19243709,,leaf
SAMN19243710,,leaf
SAMN19243711,,leaf
SAMN19243712,,leaf
SAMN19243713,,leaf
SAMN19243714,,leaf
SAMN19243715,,leaf
SAMN19243716,,leaf
SAMN19243717,,leaf
SAMN19243718,,leaf
SAMN19243719,,leaf
SAMN19243720,,leaf
SAMN19243721,,leaf
SAMN19243722,,leaf
SAMN19243723,,leaf
SAMN19243724,,leaf
SAMN19243725,,leaf
SAMN19243726,,leaf
SAMN19243727,,leaf
SAMN19243728,,leaf
SAMN19243729,,leaf
SAMN19243730,,leaf
SAMN19243731,,leaf
SAMN19243732,,leaf
SAMN19243733,,leaf
SAMN19243734,,leaf
SAMN19243735,,leaf
SAMN19243736,,leaf
SAMN19243737,,leaf
SAMN19243738,,leaf
SAMN19243739,,leaf
SAMN19243740,,leaf
SAMN19243741,,leaf
SAMN19243742,,leaf
SAMN19243743,,leaf
SAMN19243744,,leaf
SAMN19243745,,leaf
SAMN19243746,,leaf
SAMN19243747,,leaf
SAMN19243748,,leaf
SAMN19243749,,leaf
SAMN19243750,,leaf
SAMN19243751,,leaf
SAMN19243752,,leaf
SAMN19243753,,leaf
SAMN19243754,,leaf
SAMN19243755,,leaf
SAMN19243756,,leaf
SAMN19243757,,leaf
SAMN19243758,,leaf
SAMN19243759,,leaf
SAMN19243760,,leaf
SAMN19243761,,leaf
SAMN19243762,,leaf
SAMN19243763,,leaf
SAMN19243764,,leaf
SAMN19245806,,leaf
SAMN19245807,,leaf
SAMN19245808,,leaf
SAMN19245809,,leaf
SAMN19245810,,leaf
SAMN19245811,,leaf
SAMN19245812,,leaf
SAMN19245813,,leaf
SAMN19245814,,leaf
SAMN19245815,,leaf
SAMN19245816,,leaf
SAMN19245817,,leaf
SAMN19245818,,leaf
SAMN19245819,,leaf
SAMN19245820,,leaf
SAMN19245821,,leaf
SAMN19245822,,leaf
SAMN19245823,,leaf
SAMN19245824,,leaf
SAMN19245825,,leaf
SAMN19245826,,leaf
SAMN19245827,,leaf
SAMN19245828,,leaf
SAMN19245829,,leaf
SAMN19245830,,leaf
SAMN19245831,,leaf
SAMN19245832,,leaf
SAMN19245833,,leaf
SAMN19245834,,leaf
SAMN19245835,,leaf
SAMN19245836,,leaf
SAMN19245837,,leaf
SAMN19245838,,leaf
SAMN19245839,,leaf
SAMN19245840,,leaf
SAMN19245841,,leaf
SAMN19245842,,leaf
SAMN19245843,,leaf
SAMN19245844,,leaf
SAMN19245845,,leaf
SAMN19245846,,leaf
SAMN19245847,,leaf
SAMN19245848,,leaf
SAMN19245849,,leaf
SAMN19245850,,leaf
SAMN19245851,,leaf
SAMN19245852,,leaf
SAMN19245853,,leaf
SAMN19245854,,leaf
SAMN19271361,,leaf
SAMN19271362,,leaf
SAMN19271363,,leaf
SAMN19271364,,leaf
SAMN19271365,,leaf
SAMN19271366,,leaf
SAMN19271367,,leaf
SAMN19271368,,leaf
SAMN19271369,,leaf
SAMN19271370,,leaf
SAMN19271371,,leaf
SAMN19271372,,leaf
SAMN19271373,,leaf
SAMN19271374,,leaf
SAMN19271375,,leaf
SAMN19271376,,leaf
SAMN19271377,,leaf
SAMN19271378,,leaf
SAMN19271379,,leaf
SAMN19271380,,leaf
SAMN19271381,,leaf
SAMN19271382,,leaf
SAMN19271383,,leaf
SAMN19271384,,leaf
SAMN19271385,,leaf
SAMN19271386,,leaf
SAMN19271387,,leaf
SAMN19271388,,leaf
SAMN19271389,,leaf
SAMN19271390,,leaf
SAMN19271391,,leaf
SAMN19271392,,leaf
SAMN19271393,,leaf
SAMN19271394,,leaf
SAMN19271395,,leaf
SAMN19271396,,leaf
SAMN19271397,,leaf
SAMN19271398,,leaf
SAMN19271399,,leaf
SAMN19271400,,leaf
SAMN19271401,,leaf
SAMN19271402,,leaf
SAMN19271403,,leaf
SAMN19271404,,leaf
SAMN19271405,,leaf
SAMN19271406,,leaf
SAMN19271407,,leaf
SAMN19271408,,leaf
SAMN19271409,,leaf
SAMN19271410,,leaf
SAMN19288366,,root
SAMN19288367,,root
SAMN19288368,,root
SAMN19288369,,root
SAMN19288370,,root
SAMN19288371,,root
SAMN19288372,,root
SAMN19288373,,root
SAMN19288374,,root
SAMN19288375,,root
SAMN19288376,,root
SAMN19288377,,root
SAMN19288378,,leaf
SAMN19288379,,leaf
SAMN19288380,,leaf
SAMN19288381,,leaf
SAMN19288382,,leaf
SAMN19288383,,leaf
SAMN19288384,,leaf
SAMN19288385,,leaf
SAMN19288386,,leaf
SAMN19288387,,leaf
SAMN19288388,,leaf
SAMN19288389,,leaf
SAMN19288390,,root
SAMN19288391,,root
SAMN19288392,,root
SAMN19288393,,root
SAMN19288394,,root
SAMN19288395,,root
SAMN19288396,,leaf
SAMN19288397,,leaf
SAMN19288398,,leaf
SAMN19288399,,leaf
SAMN19288400,,leaf
SAMN19288401,,leaf
SAMN19322165,,leaf
SAMN19322166,,leaf
SAMN19322167,,leaf
SAMN19322168,,leaf
SAMN19322169,,leaf
SAMN19322170,,leaf
SAMN19322171,,leaf
SAMN19322172,,leaf
SAMN19322173,,leaf
SAMN19322174,,leaf
SAMN19322175,,leaf
SAMN19322176,,leaf
SAMN19322177,,leaf
SAMN19322178,,leaf
SAMN19322179,,leaf
SAMN19322180,,leaf
SAMN19322181,,leaf
SAMN19322182,,leaf
SAMN19322183,,leaf
SAMN19322184,,leaf
SAMN19322185,,leaf
SAMN19322186,,leaf
SAMN19322187,,leaf
SAMN19322188,,leaf
SAMN19322189,,leaf
SAMN19322190,,leaf
SAMN19322191,,leaf
SAMN19322192,,leaf
SAMN19322193,,leaf
SAMN19322194,,leaf
SAMN19322195,,leaf
SAMN19322196,,leaf
SAMN19322197,,leaf
SAMN19322198,,leaf
SAMN19322199,,leaf
SAMN19322200,,leaf
SAMN19355588,,root
SAMN19355589,,root
SAMN19355590,,root
SAMN19355591,,root
SAMN19355592,,root
SAMN19355593,,root
SAMN19355594,,root
SAMN19355595,,root
SAMN19355596,,root
SAMN19355597,,root
SAMN19355598,,root
SAMN19355599,,root
SAMN19473463,control,seed
SAMN19473464,control,seed
SAMN19473465,control,seed
SAMN19473466,,seed
SAMN19473467,,seed
SAMN19473468,,seed
SAMN19473469,,seed
SAMN19473470,,seed
SAMN19473471,,seed
SAMN19473472,,seed
SAMN19473473,,seed
SAMN19473474,,seed
SAMN19588561,,pod
SAMN19588562,,pod
SAMN19652248,,root
SAMN19652394,,root
SAMN19653536,,root
SAMN19653580,,root
SAMN19653582,,root
SAMN19653583,,root
SAMN19653584,,root
SAMN19653585,,root
SAMN19653586,,root
SAMN19653757,,root
SAMN19653760,,root
SAMN19653762,,root
SAMN19653799,,root
SAMN19653800,,root
SAMN19653801,,root
SAMN19653918,,root
SAMN19653973,,root
SAMN19653998,,root
SAMN19653999,,root
SAMN19654000,,root
SAMN19654002,,root
SAMN19654003,,root
SAMN19654013,,root
SAMN19654014,,root
SAMN19654015,,root
SAMN19654016,,root
SAMN19654017,,root
SAMN19654018,,root
SAMN19654019,,root
SAMN19654020,,root
SAMN19654021,,root
SAMN19654029,,root
SAMN19663684,,root
SAMN19663691,,root
SAMN19663692,,root
SAMN19882149,,shoot
SAMN19882150,,shoot
SAMN19882151,,shoot
SAMN19882152,,shoot
SAMN19882153,,shoot
SAMN19882154,,shoot
SAMN19901944,,leaf
SAMN19901945,,leaf
SAMN19901946,,leaf
SAMN19901947,,leaf
SAMN19901948,,leaf
SAMN19901949,,leaf
SAMN19901950,,leaf
SAMN19901957,,leaf
SAMN19901958,,leaf
SAMN19901959,,leaf
SAMN19901961,,leaf
SAMN19901962,,leaf
SAMN20165276,,stem
SAMN20165277,,stem
SAMN20165278,,stem
SAMN20371395,,leaf
SAMN20371396,,leaf
SAMN20371397,,leaf
SAMN20371398,,leaf
SAMN20475803,control,root
SAMN20475804,,root
SAMN20475805,,root
SAMN20475806,,root
SAMN20475807,control,root
SAMN20475808,,root
SAMN20475809,,root
SAMN20475810,,root
SAMN20525553,,cotyledon
SAMN20525555,,cotyledon
SAMN20525556,,hypocotyl
SAMN20525557,,hypocotyl
SAMN20525558,,pod
SAMN20525559,,pod
SAMN20525560,,root
SAMN20525561,,root
SAMN20525646,,seed
SAMN20525647,,seed
SAMN20525648,,cotyledon
SAMN20525649,,cotyledon
SAMN20525650,,hypocotyl
SAMN20525651,,hypocotyl
SAMN20525661,,leaf
SAMN20525662,,leaf
SAMN20525663,,leaf
SAMN20525664,,leaf
SAMN20702932,,whole
SAMN20841302,,shoot
SAMN20841303,,shoot
SAMN20841304,,leave
SAMN20841305,,leave
SAMN20964338,,stem
SAMN20964340,,root
SAMN20964342,,pod
SAMN20964343,,seed
SAMN20964344,,stem
SAMN20964345,,leaf
SAMN20965967,,leaf
SAMN20965968,,leaf
SAMN20967642,,leave
SAMN20967643,,leave
SAMN20967644,,leave
SAMN20967645,,leave
SAMN20967646,,leave
SAMN20967667,,leave
SAMN20970029,,root
SAMN20971787,inoculated,
SAMN20971788,inoculated,
SAMN20971789,inoculated,
SAMN20971791,inoculated,
SAMN20971792,inoculated,
SAMN20971793,inoculated,
SAMN20971794,inoculated,
SAMN20971795,inoculated,
SAMN20971796,inoculated,
SAMN20971797,inoculated,
SAMN20972142,inoculated,
SAMN21014840,control,hypocotyl
SAMN21216007,stress,
SAMN21216008,iron,
SAMN21216009,stress,
SAMN21216010,iron,
SAMN21216011,stress,
SAMN21216012,iron,
SAMN21216013,stress,
SAMN21216014,iron,
SAMN21216015,stress,root
SAMN21216016,iron,root
SAMN21216017,stress,root
SAMN21216018,iron,root
SAMN21216019,stress,root
SAMN21216020,iron,root
SAMN21216021,stress,root
SAMN21216022,iron,root
SAMN21218880,,leaf
SAMN21218881,,leaf
SAMN21218882,,leaf
SAMN21218883,,leaf
SAMN21218884,,leaf
SAMN21218885,,leaf
SAMN21359665,iron,leaf
SAMN21359666,iron,leaf
SAMN21359667,iron,leaf
SAMN21359668,iron,leaf
SAMN21359669,iron,leaf
SAMN21359670,iron,leaf
SAMN21359671,iron,leaf
SAMN21359672,iron,leaf
SAMN21359673,iron,leaf
SAMN21359674,iron,leaf
SAMN21359675,iron,leaf
SAMN21359676,iron,leaf
SAMN21359677,iron,leaf
SAMN21359678,iron,leaf
SAMN21359679,iron,leaf
SAMN21359680,iron,leaf
SAMN21359681,iron,leaf
SAMN21359682,iron,leaf
SAMN21359683,iron,leaf
SAMN21359684,iron,leaf
SAMN21359685,iron,leaf
SAMN21359686,iron,leaf
SAMN21359687,iron,leaf
SAMN21359688,iron,leaf
SAMN21359689,iron,leaf
SAMN21359690,iron,leaf
SAMN21359691,iron,leaf
SAMN21359692,iron,leaf
SAMN21359693,iron,leaf
SAMN21359694,iron,leaf
SAMN21359695,iron,leaf
SAMN21359696,iron,leaf
SAMN21359697,iron,leaf
SAMN21359698,iron,leaf
SAMN21359699,iron,leaf
SAMN21359700,iron,leaf
SAMN21359701,iron,leaf
SAMN21359702,iron,leaf
SAMN21359703,iron,leaf
SAMN21359704,iron,leaf
SAMN21359705,iron,leaf
SAMN21359706,iron,leaf
SAMN21359707,iron,leaf
SAMN21359708,iron,leaf
SAMN21359709,iron,leaf
SAMN21359710,iron,leaf
SAMN21359711,iron,leaf
SAMN21359712,iron,leaf
SAMN21359713,iron,leaf
SAMN21359714,iron,leaf
SAMN21359715,iron,leaf
SAMN21359716,iron,leaf
SAMN21359717,iron,leaf
SAMN21359718,iron,leaf
SAMN21359719,iron,leaf
SAMN21359720,iron,leaf
SAMN21359721,iron,leaf
SAMN21359722,iron,leaf
SAMN21359723,iron,leaf
SAMN21359724,iron,leaf
SAMN21359725,iron,leaf
SAMN21359726,iron,leaf
SAMN21359727,iron,leaf
SAMN21359728,iron,leaf
SAMN21359729,iron,leaf
SAMN21359730,iron,leaf
SAMN21359731,iron,leaf
SAMN21359732,iron,leaf
SAMN21359733,iron,leaf
SAMN21359734,iron,leaf
SAMN21359735,iron,leaf
SAMN21359736,iron,leaf
SAMN21359737,iron,leaf
SAMN21359738,iron,leaf
SAMN21359739,iron,leaf
SAMN21359740,iron,leaf
SAMN21359741,iron,leaf
SAMN21359742,iron,leaf
SAMN21359743,iron,leaf
SAMN21359744,iron,leaf
SAMN21359745,iron,leaf
SAMN21359746,iron,leaf
SAMN21359747,iron,leaf
SAMN21359748,iron,leaf
SAMN21359749,iron,leaf
SAMN21359750,iron,leaf
SAMN21359751,iron,leaf
SAMN21359752,iron,leaf
SAMN21359753,iron,leaf
SAMN21359754,iron,leaf
SAMN21359755,iron,leaf
SAMN21359756,iron,leaf
SAMN21359757,iron,leaf
SAMN21359758,iron,leaf
SAMN21359759,iron,leaf
SAMN21359760,iron,leaf
SAMN21359761,iron,leaf
SAMN21359762,iron,leaf
SAMN21359763,iron,leaf
SAMN21359764,iron,leaf
SAMN21359765,iron,leaf
SAMN21359766,iron,leaf
SAMN21359767,iron,leaf
SAMN21359768,iron,leaf
SAMN21359769,iron,leaf
SAMN21359770,iron,leaf
SAMN21359771,iron,leaf
SAMN21359772,iron,leaf
SAMN21359773,iron,root
SAMN21359774,iron,root
SAMN21359775,iron,root
SAMN21359776,iron,root
SAMN21359777,iron,root
SAMN21359778,iron,root
SAMN21359779,iron,root
SAMN21359780,iron,root
SAMN21359781,iron,root
SAMN21359782,iron,root
SAMN21359783,iron,root
SAMN21359784,iron,root
SAMN21359785,iron,root
SAMN21359786,iron,root
SAMN21359787,iron,root
SAMN21359788,iron,root
SAMN21359789,iron,root
SAMN21359790,iron,root
SAMN21359791,iron,root
SAMN21359792,iron,root
SAMN21359793,iron,root
SAMN21359794,iron,root
SAMN21359795,iron,root
SAMN21359796,iron,root
SAMN21359797,iron,root
SAMN21359798,iron,root
SAMN21359799,iron,root
SAMN21359800,iron,root
SAMN21359801,iron,root
SAMN21359802,iron,root
SAMN21359803,iron,root
SAMN21359804,iron,root
SAMN21359805,iron,root
SAMN21359806,iron,root
SAMN21359807,iron,root
SAMN21359808,iron,root
SAMN21359809,iron,root
SAMN21359810,iron,root
SAMN21359811,iron,root
SAMN21359812,iron,root
SAMN21359813,iron,root
SAMN21359814,iron,root
SAMN21359815,iron,root
SAMN21359816,iron,root
SAMN21359817,iron,root
SAMN21359818,iron,root
SAMN21359819,iron,root
SAMN21359820,iron,root
SAMN21359821,iron,root
SAMN21359822,iron,root
SAMN21359823,iron,root
SAMN21359824,iron,root
SAMN21359825,iron,root
SAMN21359826,iron,root
SAMN21359827,iron,root
SAMN21359828,iron,root
SAMN21359829,iron,root
SAMN21359830,iron,root
SAMN21359831,iron,root
SAMN21359832,iron,root
SAMN21359833,iron,root
SAMN21359834,iron,root
SAMN21359835,iron,root
SAMN21359836,iron,root
SAMN21359837,iron,root
SAMN21359838,iron,root
SAMN21359839,iron,root
SAMN21359840,iron,root
SAMN21359841,iron,root
SAMN21359842,iron,root
SAMN21359843,iron,root
SAMN21359844,iron,root
SAMN21359845,iron,root
SAMN21359846,iron,root
SAMN21359847,iron,root
SAMN21359848,iron,root
SAMN21359849,iron,root
SAMN21359850,iron,root
SAMN21359851,iron,root
SAMN21359852,iron,root
SAMN21359853,iron,root
SAMN21359854,iron,root
SAMN21359855,iron,root
SAMN21359856,iron,root
SAMN21359857,iron,root
SAMN21359858,iron,root
SAMN21359859,iron,root
SAMN21359860,iron,root
SAMN21359861,iron,root
SAMN21359862,iron,root
SAMN21359863,iron,root
SAMN21359864,iron,root
SAMN21359865,iron,root
SAMN21359866,iron,root
SAMN21359867,iron,root
SAMN21359868,iron,root
SAMN21359869,iron,root
SAMN21359870,iron,root
SAMN21359871,iron,root
SAMN21359872,iron,root
SAMN21359873,iron,root
SAMN21359874,iron,root
SAMN21359875,iron,root
SAMN21359876,iron,root
SAMN21359877,iron,root
SAMN21359878,iron,root
SAMN21359879,iron,root
SAMN21359880,iron,root
SAMN21380009,,root
SAMN21448187,,leaf
SAMN21448188,,leaf
SAMN21448189,,leaf
SAMN21448190,,leaf
SAMN21448191,,leaf
SAMN21448192,,leaf
SAMN21448193,,leaf
SAMN21448194,,leaf
SAMN21448195,,leaf
SAMN21448196,,leaf
SAMN21448197,,leaf
SAMN21448198,,leaf
SAMN21465487,,root
SAMN21465488,,root
SAMN21465489,,root
SAMN21465490,,root
SAMN21465491,,root
SAMN21465492,,root
SAMN21465493,,root
SAMN21465494,,root
SAMN21465495,,root
SAMN21465496,,root
SAMN21465497,,root
SAMN21465498,,root
SAMN21555984,,leaf
SAMN21555985,,leaf
SAMN21873507,,root
SAMN21873508,,root
SAMN22371138,,seed
SAMN22371139,,seed
SAMN22371140,,seed
SAMN22371141,,seed
SAMN22371142,,seed
SAMN22371143,,seed
SAMN22371144,,seed
SAMN22371145,,seed
SAMN22371146,,seed
SAMN22371147,,seed
SAMN22371148,,seed
SAMN22371149,,seed
SAMN22371150,,seed
SAMN22371151,,seed
SAMN22371152,,seed
SAMN22371153,,seed
SAMN22371154,,seed
SAMN22371155,,seed
SAMN22371156,,seed
SAMN22371157,,seed
SAMN22371158,,seed
SAMN22371159,,seed
SAMN22371160,,seed
SAMN22371161,,seed
SAMN22371162,,seed
SAMN22371163,,seed
SAMN22371164,,seed
SAMN22371165,,embryo
SAMN22371166,,embryo
SAMN22371167,,embryo
SAMN22371168,,embryo
SAMN22371169,,embryo
SAMN22371170,,embryo
SAMN22371171,,embryo
SAMN22371172,,embryo
SAMN22371173,,embryo
SAMN22371174,,embryo
SAMN22371175,,embryo
SAMN22371176,,embryo
SAMN22371177,,embryo
SAMN22371178,,embryo
SAMN22371179,,embryo
SAMN22371180,,embryo
SAMN22371181,,embryo
SAMN22371182,,embryo
SAMN22371183,,embryo
SAMN22371184,,embryo
SAMN22371185,,embryo
SAMN22371186,,embryo
SAMN22371187,,embryo
SAMN22371188,,embryo
SAMN22371189,,embryo
SAMN22371190,,embryo
SAMN22371191,,embryo
SAMN22371192,,embryo
SAMN22371193,,embryo
SAMN22371194,,embryo
SAMN22371195,,embryo
SAMN22371196,,embryo
SAMN22371197,,embryo
SAMN22371198,,embryo
SAMN22371199,,embryo
SAMN22371200,,embryo
SAMN22481313,heat,
SAMN22481314,heat,
SAMN22481315,heat,
SAMN22481316,heat,
SAMN22481317,heat,
SAMN22481318,heat,
SAMN22481319,deficit,
SAMN22481320,deficit,
SAMN22481321,deficit,
SAMN22481322,control,
SAMN22481323,control,
SAMN22481324,control,
SAMN22583752,,leaf
SAMN22591248,,leaf
SAMN22593243,,leaf
SAMN22612659,,leaf
SAMN22627653,,leaf
SAMN22627948,,leaf
SAMN22841246,iron,leaf
SAMN22841247,iron,leaf
SAMN22841248,iron,root
SAMN22841249,iron,root
SAMN22841250,iron,leaf
SAMN22841251,iron,leaf
SAMN22841252,iron,root
SAMN22841253,iron,root
SAMN22841254,iron,leaf
SAMN22841255,iron,leaf
SAMN22841256,iron,root
SAMN22841257,iron,root
SAMN22841258,iron,leaf
SAMN22841259,iron,leaf
SAMN22841260,iron,root
SAMN22841261,iron,root
SAMN22841262,iron,leaf
SAMN22841263,iron,leaf
SAMN22841264,iron,root
SAMN22841265,iron,root
SAMN22841266,iron,leaf
SAMN22841267,iron,leaf
SAMN22841268,iron,root
SAMN22841269,iron,root
SAMN22841270,iron,leaf
SAMN22841271,iron,leaf
SAMN22841272,iron,root
SAMN22841273,iron,root
SAMN22841274,iron,leaf
SAMN22841275,iron,leaf
SAMN22841276,iron,root
SAMN22841277,iron,root
SAMN22841278,iron,leaf
SAMN22841279,iron,leaf
SAMN22841280,iron,root
SAMN22841281,iron,root
SAMN22841282,iron,leaf
SAMN22841283,iron,leaf
SAMN22841284,iron,root
SAMN22841285,iron,root
SAMN22841286,iron,leaf
SAMN22841287,iron,leaf
SAMN22841288,iron,root
SAMN22841289,iron,root
SAMN22841290,iron,leaf
SAMN22841291,iron,leaf
SAMN22841292,iron,root
SAMN22841293,iron,root
SAMN22841294,iron,leaf
SAMN22841295,iron,leaf
SAMN22841296,iron,root
SAMN22841297,iron,root
SAMN22841298,iron,leaf
SAMN22841299,iron,leaf
SAMN22841300,iron,root
SAMN22841301,iron,root
SAMN22841302,iron,leaf
SAMN22841303,iron,leaf
SAMN22841304,iron,root
SAMN22841305,iron,root
SAMN22841306,iron,leaf
SAMN22841307,iron,leaf
SAMN22841308,iron,root
SAMN22841309,iron,root
SAMN22841310,iron,leaf
SAMN22841311,iron,leaf
SAMN22841312,iron,root
SAMN22841313,iron,root
SAMN22841314,iron,leaf
SAMN22841315,iron,leaf
SAMN22841316,iron,root
SAMN22841317,iron,root
SAMN22841318,iron,leaf
SAMN22841319,iron,leaf
SAMN22841320,iron,root
SAMN22841321,iron,root
SAMN22841322,iron,leaf
SAMN22841323,iron,leaf
SAMN22841324,iron,root
SAMN22841325,iron,root
SAMN22841326,iron,leaf
SAMN22841327,iron,leaf
SAMN22841328,iron,root
SAMN22841329,iron,root
SAMN22841330,iron,leaf
SAMN22841331,iron,leaf
SAMN22841332,iron,root
SAMN22841333,iron,root
SAMN22841334,iron,leaf
SAMN22841335,iron,leaf
SAMN22841336,iron,root
SAMN22841337,iron,root
SAMN22841338,iron,leaf
SAMN22841339,iron,leaf
SAMN22841340,iron,root
SAMN22841341,iron,root
SAMN23019675,,leaf
SAMN23019676,,stem
SAMN23019678,,leaf
SAMN23019679,,stem
SAMN23131638,,leaf
SAMN23131639,,leaf
SAMN23131640,,leaf
SAMN23131641,,leaf
SAMN23131642,,root
SAMN23131643,,root
SAMN23131644,,root
SAMN23131645,,root
SAMN23131646,,leaf
SAMN23131647,,leaf
SAMN23131648,,leaf
SAMN23131649,,leaf
SAMN23131650,,root
SAMN23131651,,root
SAMN23131652,,root
SAMN23131653,,root
SAMN23131654,,leaf
SAMN23131655,,leaf
SAMN23131656,,leaf
SAMN23131657,,leaf
SAMN23131658,,root
SAMN23131659,,root
SAMN23131660,,root
SAMN23131661,,root
SAMN23131662,,leaf
SAMN23131663,,leaf
SAMN23131664,,leaf
SAMN23131665,,leaf
SAMN23131666,,root
SAMN23131667,,root
SAMN23131668,,root
SAMN23131669,,root
SAMN23131670,,leaf
SAMN23131671,,leaf
SAMN23131672,,leaf
SAMN23131673,,leaf
SAMN23131674,,root
SAMN23131675,,root
SAMN23131676,,root
SAMN23131677,,root
SAMN23131678,,leaf
SAMN23131679,,leaf
SAMN23131680,,leaf
SAMN23131681,,leaf
SAMN23131682,,root
SAMN23131683,,root
SAMN23131684,,root
SAMN23131685,,root
SAMN23131686,,leaf
SAMN23131687,,leaf
SAMN23131688,,leaf
SAMN23131689,,leaf
SAMN23131690,,root
SAMN23131691,,root
SAMN23131692,,root
SAMN23131693,,root
SAMN23131694,,leaf
SAMN23131695,,leaf
SAMN23131696,,leaf
SAMN23131697,,leaf
SAMN23131698,,root
SAMN23131699,,root
SAMN23131700,,root
SAMN23131701,,root
SAMN23254487,,stem
SAMN23254488,,stem
SAMN23254489,,stem
SAMN23254490,,root
SAMN23254491,,root
SAMN23254492,,root
SAMN23254493,,stem
SAMN23254494,,stem
SAMN23254495,,stem
SAMN23254496,,root
SAMN23254497,,root
SAMN23254498,,root
SAMN23297338,inoculated,hypocotyl
SAMN23297339,inoculated,hypocotyl
SAMN23297340,inoculated,hypocotyl
SAMN23297341,inoculated,hypocotyl
SAMN23766576,,root
SAMN23766577,,root
SAMN23766578,,root
SAMN23766579,,root
SAMN23766580,,root
SAMN23766581,,root
SAMN23766582,,root
SAMN23766583,,root
SAMN23766584,,root
SAMN23894488,cold,leaf
SAMN23894489,cold,leaf
SAMN23894490,cold,leaf
SAMN23966849,,leaf
SAMN23967291,,leaf
SAMN23967292,,leaf
SAMN23967293,,leaf
SAMN23967294,,leaf
SAMN23967295,,leaf
SAMN24046514,cold,leaf
SAMN24104365,,hypocotyl
SAMN24108170,,leaf
SAMN24108171,,leaf
SAMN24108172,,leaf
SAMN24108173,,leaf
SAMN24108174,,leaf
SAMN24108175,,leaf
SAMN24108176,,leaf
SAMN24108177,,leaf
SAMN24108379,,leaf
SAMN24108380,,leaf
SAMN24108381,,leaf
SAMN24108382,,leaf
SAMN24108383,,leaf
SAMN24108384,,leaf
SAMN24108385,,leaf
SAMN24108386,,leaf
SAMN24108387,,leaf
SAMN24108388,,leaf
SAMN24108389,,leaf
SAMN24108390,,leaf
SAMN24108391,,leaf
SAMN24108392,,leaf
SAMN24108393,,leaf
SAMN24108394,,leaf
SAMN24108395,,leaf
SAMN24108396,,leaf
SAMN24108397,,leaf
SAMN24108398,,leaf
SAMN24108399,,leaf
SAMN24108400,,leaf
SAMN24108401,,leaf
SAMN24108402,,leaf
SAMN24224858,,hypocotyl
SAMN24224859,,hypocotyl
SAMN24224860,,hypocotyl
SAMN24224861,,hypocotyl
SAMN24224862,,hypocotyl
SAMN24224863,,hypocotyl
SAMN24224864,,hypocotyl
SAMN24224865,,hypocotyl
SAMN24224866,,hypocotyl
SAMN24224867,,root
SAMN24224868,,root
SAMN24224869,,root
SAMN24224870,,root
SAMN24224871,,root
SAMN24224872,,root
SAMN24224873,,root
SAMN24298500,,leaf
SAMN24298503,,leaf
SAMN24299053,,leaf
SAMN24339752,,leaf
SAMN24339968,,leaf
SAMN24339987,,leaf
SAMN24451508,,root
SAMN24451509,,root
SAMN24451510,,root
SAMN24451511,,root
SAMN24451512,,root
SAMN24451513,,root
SAMN24505281,,root
SAMN24505282,,root
SAMN24505283,,root
SAMN24505284,,root
SAMN24505285,,root
SAMN24505286,,root
SAMN24505287,,root
SAMN24505288,,root
SAMN24505289,,root
SAMN24505290,,root
SAMN24505291,,root
SAMN24505292,,root
SAMN24912029,,leaf
SAMN24912030,,leaf
SAMN24912031,,leaf
SAMN24923223,,seed
SAMN24923224,,seed
SAMN24923225,,seed
SAMN24923226,,seed
SAMN24923227,,seed
SAMN24923228,,seed
SAMN24923229,,seed
SAMN24923230,,seed
SAMN24923231,,seed
SAMN24923232,,seed
