biosample,estres,tejido
SAMN24923235,,seed
SAMN24923236,,seed
SAMN24923237,,seed
SAMN24923238,,seed
SAMN24923239,,seed
SAMN24923240,,seed
SAMN24974157,,leave
SAMN24974158,,leave
SAMN24974159,,leave
SAMN24974160,,leave
SAMN24974161,,leave
SAMN24974162,,leave
SAMN24974163,,leave
SAMN24974164,,leave
SAMN24974165,,leave
SAMN24974166,,leave
SAMN24974167,,leave
SAMN24974168,,leave
SAMN25224213,,leaf
SAMN25263480,,pod
SAMN25263481,,pod
SAMN25263482,,pod
SAMN25263483,,pod
SAMN25263484,,pod
SAMN25263485,,pod
SAMN25263486,,pod
SAMN25263487,,pod
SAMN25263488,,pod
SAMN25263489,,pod
SAMN25263490,,pod
SAMN25263491,,pod
SAMN25263492,,pod
SAMN25263493,,pod
SAMN25263494,,pod
SAMN25263495,,pod
SAMN25263496,,pod
SAMN25263497,,pod
SAMN25263498,,pod
SAMN25263499,,pod
SAMN25263500,,pod
SAMN25263501,,pod
SAMN25263502,,pod
SAMN25263503,,pod
SAMN25263504,,pod
SAMN25263505,,pod
SAMN25263506,,pod
SAMN25263507,,pod
SAMN25263508,,pod
SAMN25263509,,pod
SAMN25263510,,pod
SAMN25263511,,pod
SAMN25263512,,pod
SAMN25263513,,pod
SAMN25263514,,pod
SAMN25263515,,pod
SAMN25263516,,pod
SAMN25263517,,pod
SAMN25263518,,pod
SAMN25263519,,pod
SAMN25263520,,pod
SAMN25263521,,pod
SAMN25263522,,pod
SAMN25263523,,pod
SAMN25263524,,pod
SAMN25263525,,pod
SAMN25263526,,pod
SAMN25263527,,pod
SAMN25263528,,pod
SAMN25263529,,pod
SAMN25263530,,pod
SAMN25263531,,pod
SAMN25263532,,pod
SAMN25263533,,pod
SAMN25263534,,pod
SAMN25263535,,pod
SAMN25263536,,pod
SAMN25263537,,pod
SAMN25263538,,pod
SAMN25263539,,pod
SAMN25290787,control,seed
SAMN25290788,control,seed
SAMN25290789,control,seed
SAMN25290790,control,seed
SAMN25290791,control,seed
SAMN25290792,control,seed
SAMN25290793,control,seed
SAMN25290794,control,seed
SAMN25290795,control,seed
SAMN25290796,control,seed
SAMN25290797,control,seed
SAMN25290798,control,seed
SAMN25290799,control,seed
SAMN25290800,control,seed
SAMN25290801,control,seed
SAMN25290802,control,seed
SAMN25290803,control,seed
SAMN25290804,control,seed
SAMN25601479,,leaf
SAMN25601480,,leaf
SAMN25601481,,leaf
SAMN25601482,,leaf
SAMN25601483,,leaf
SAMN25601484,,leaf
SAMN25638647,,root
SAMN25638648,,root
SAMN25638649,,root
SAMN25638650,,root
SAMN25638651,,root
SAMN25638652,,root
SAMN25638653,,root
SAMN25638654,,root
SAMN25638655,,root
SAMN25827173,,root
SAMN25827174,,root
SAMN25827175,,root
SAMN25827176,,root
SAMN25827177,,root
SAMN25827178,,root
SAMN25827179,,root
SAMN25827180,,root
SAMN25827181,,root
SAMN25827182,,root
SAMN25827183,,root
SAMN25827184,,root
SAMN25827185,,root
SAMN25827186,,root
SAMN25827187,,root
SAMN25827188,,root
SAMN26011133,,leaf
SAMN26011146,,leaf
SAMN26011147,,leaf
SAMN26011148,,leaf
SAMN26011149,,leaf
SAMN26011151,,leaf
SAMN26011179,,leaf
SAMN26011199,,leaf
SAMN26011200,,leaf
SAMN26156401,,root
SAMN26156402,,leaf
SAMN26156419,,leaf
SAMN26156420,,leaf
SAMN26156421,,leaf
SAMN26156422,,leaf
SAMN26156423,,leaf
SAMN26156424,,leaf
SAMN26156425,,leaf
SAMN26156426,,leaf
SAMN26156427,,root
SAMN26156428,,root
SAMN26156429,,leaf
SAMN26156430,,leaf
SAMN26268042,,leaf
SAMN26268043,,leaf
SAMN26268044,,leaf
SAMN26268045,,leaf
SAMN26268046,,leaf
SAMN26268047,,leaf
SAMN26268048,,root
SAMN26268049,,root
SAMN26268050,,root
SAMN26268051,,root
SAMN26268052,,root
SAMN26268053,,root
SAMN26268054,,leaf
SAMN26268055,,leaf
SAMN26268056,,leaf
SAMN26268057,,leaf
SAMN26268058,,leaf
SAMN26268059,,leaf
SAMN26268060,,root
SAMN26268061,,root
SAMN26268062,,root
SAMN26268063,,root
SAMN26268064,,root
SAMN26268065,,root
SAMN26344676,,root
SAMN26344677,,root
SAMN26344678,,root
SAMN26344679,,root
SAMN26344680,,root
SAMN26344681,,root
SAMN26344682,,root
SAMN26344683,,root
SAMN26344684,,root
SAMN26344685,,root
SAMN26344686,,root
SAMN26344687,,root
SAMN26420995,,root
SAMN26420996,,root
SAMN26420997,,root
SAMN26420998,,root
SAMN26420999,,root
SAMN26421000,,root
SAMN26421001,,root
SAMN26421002,,root
SAMN26421003,,root
SAMN26421004,,root
SAMN26421005,,root
SAMN26421006,,root
SAMN26492857,drought,seed
SAMN26492858,drought,seed
SAMN26492859,drought,seed
SAMN26492860,,seed
SAMN26492861,,seed
SAMN26492862,,seed
SAMN26492863,drought,seed
SAMN26492864,drought,seed
SAMN26492865,drought,seed
SAMN26492866,,seed
SAMN26492867,,seed
SAMN26492868,,seed
SAMN26566098,,seed
SAMN26566099,,seed
SAMN26566100,,seed
SAMN26566101,,seed
SAMN26566102,,pod
SAMN26566103,,pod
SAMN26566104,,pod
SAMN26566105,,pod
SAMN26566106,,leaf
SAMN26566107,,leaf
SAMN26566108,,leaf
SAMN26566109,,leaf
SAMN26566110,,stem
SAMN26566111,,stem
SAMN26566112,,stem
SAMN26566113,,stem
SAMN26566114,,seed
SAMN26566115,,seed
SAMN26566116,,seed
SAMN26566117,,seed
SAMN26566118,,pod
SAMN26566119,,pod
SAMN26566120,,pod
SAMN26566121,,pod
SAMN26566122,,leaf
SAMN26566123,,leaf
SAMN26566124,,leaf
SAMN26566125,,leaf
SAMN26566126,,stem
SAMN26566127,,stem
SAMN26566128,,stem
SAMN26566129,,stem
SAMN26810700,,root
SAMN26810701,,root
SAMN26810702,,root
SAMN26810703,,root
SAMN26810704,,root
SAMN26810705,,root
SAMN26879701,,seed
SAMN26879702,,seed
SAMN26879703,,seed
SAMN26879704,,seed
SAMN26879705,,seed
SAMN26879706,,seed
SAMN26883195,,leaf
SAMN26883196,,leaf
SAMN26884097,,leaf
SAMN26884122,,leaf
SAMN26884123,,leaf
SAMN26884124,,leaf
SAMN26884131,,leaf
SAMN26884133,,leaf
SAMN26884134,,leaf
SAMN27281649,,leaf
SAMN27281650,,leaf
SAMN27281651,,leaf
SAMN27281652,,leaf
SAMN27281653,,leaf
SAMN27281654,,leaf
SAMN27281655,,leaf
SAMN27281656,,leaf
SAMN27281657,,leaf
SAMN27281658,,leaf
SAMN27281659,,leaf
SAMN27281660,,leaf
SAMN27410694,,stem
SAMN27413140,,stem
SAMN27488112,,stem
SAMN27488514,,stem
SAMN27511670,,stem
SAMN27511673,,stem
SAMN27511676,,stem
SAMN27511821,,stem
SAMN27511870,,stem
SAMN27511871,,stem
SAMN27611595,control,leave
SAMN27611596,control,leave
SAMN27611597,control,leave
SAMN27611598,,leave
SAMN27611599,,leave
SAMN27611600,,leave
SAMN27616102,control,root
SAMN27616103,control,root
SAMN27616104,,root
SAMN27616105,,root
SAMN27616106,control,root
SAMN27616107,,root
SAMN27752753,,leaf
SAMN27775852,,leaf
SAMN27775853,,leaf
SAMN27775854,,leaf
SAMN27775855,,leaf
SAMN27775856,,leaf
SAMN27775857,,leaf
SAMN27775858,,leaf
SAMN27775859,,leaf
SAMN27775860,,leaf
SAMN27775861,,leaf
SAMN27775862,,leaf
SAMN27775863,,leaf
SAMN27775864,,leaf
SAMN27775865,,leaf
SAMN27775866,,leaf
SAMN27775867,,leaf
SAMN27775868,,leaf
SAMN27775869,,leaf
SAMN27775870,,leaf
SAMN27775871,,leaf
SAMN27775872,,leaf
SAMN27775873,,leaf
SAMN27775874,,leaf
SAMN27775875,,leaf
SAMN27921900,inoculated,
SAMN27921901,inoculated,
SAMN27921902,inoculated,
SAMN27921903,inoculated,
SAMN27921904,inoculated,
SAMN27921905,inoculated,
SAMN27921906,inoculated,
SAMN27921907,inoculated,
SAMN27921908,inoculated,
SAMN27921909,inoculated,
SAMN27921910,inoculated,
SAMN27921911,inoculated,
SAMN27921912,inoculated,
SAMN27921913,inoculated,
SAMN27921914,inoculated,
SAMN27921915,inoculated,
SAMN27921916,inoculated,
SAMN27921917,inoculated,
SAMN27921918,inoculated,
SAMN27921919,inoculated,
SAMN27921920,inoculated,
SAMN27921921,inoculated,
SAMN27921922,inoculated,
SAMN27921923,inoculated,
SAMN27921924,inoculated,
SAMN27921925,inoculated,
SAMN27921926,inoculated,
SAMN27921927,inoculated,
SAMN27921928,inoculated,
SAMN27921929,inoculated,
SAMN27921930,inoculated,
SAMN27921931,inoculated,
SAMN27921932,inoculated,
SAMN27921933,inoculated,
SAMN27921934,inoculated,
SAMN27921935,inoculated,
SAMN27926285,,root
SAMN27926286,,root
SAMN27926287,,root
SAMN27926288,,root
SAMN27926289,,root
SAMN27926290,,root
SAMN27926291,,leaf
SAMN27926292,,leaf
SAMN27926293,,leaf
SAMN27926294,,leaf
SAMN27926295,,leaf
SAMN27926296,,leaf
SAMN28000073,,root
SAMN28000074,,root
SAMN28000075,,root
SAMN28000076,,root
SAMN28000077,,root
SAMN28000078,,root
SAMN28000079,,root
SAMN28000080,,root
SAMN28000081,,root
SAMN28000082,,root
SAMN28000083,,root
SAMN28000084,,root
SAMN28054338,,leaf
SAMN28054339,,leaf
SAMN28054340,,leaf
SAMN28054341,,leaf
SAMN28054342,,leaf
SAMN28054343,,leaf
SAMN28196684,,root
SAMN28196686,,root
SAMN28196688,,root
SAMN28196690,,root
SAMN28196692,,root
SAMN28196694,,root
SAMN28196696,,root
SAMN28196698,,root
SAMN28196700,,root
SAMN28196702,,root
SAMN28196704,,root
SAMN28196706,,root
SAMN28772345,control,
SAMN28772362,control,
SAMN28772363,control,
SAMN28887505,,seed
SAMN28887506,,seed
SAMN28887507,,seed
SAMN28887508,,seed
SAMN28887509,,seed
SAMN28887510,,seed
SAMN28887511,,seed
SAMN28887512,,seed
SAMN28887513,,seed
SAMN28898361,,seed
SAMN28898362,,seed
SAMN28898363,,seed
SAMN28898364,,seed
SAMN28898365,,seed
SAMN28898366,,seed
SAMN28898367,,seed
SAMN28898368,,seed
SAMN28898369,,seed
SAMN28898370,,seed
SAMN28898371,,seed
SAMN28898372,,seed
SAMN29153364,control,leave
SAMN29153365,control,leave
SAMN29153366,control,leave
SAMN29153367,,leave
SAMN29153368,,leave
SAMN29153369,,leave
SAMN29153370,,leave
SAMN29153371,,leave
SAMN29153372,,leave
SAMN29220777,,leaf
SAMN29220778,,leaf
SAMN29220779,,leaf
SAMN29220780,control,leaf
SAMN29220781,control,leaf
SAMN29220782,control,leaf
SAMN29220783,,leaf
SAMN29220784,,leaf
SAMN29220785,,leaf
SAMN29220786,control,leaf
SAMN29220787,control,leaf
SAMN29220788,control,leaf
SAMN29341239,,leave
SAMN29341240,,leave
SAMN29341241,,leave
SAMN29341242,,leave
SAMN29341243,,leave
SAMN29341244,,leave
SAMN29341245,,leave
SAMN29341246,,leave
SAMN29341247,,leave
SAMN29341248,drought,leave
SAMN29341249,drought,leave
SAMN29341250,drought,leave
SAMN29341251,drought,leave
SAMN29341252,drought,leave
SAMN29341253,drought,leave
SAMN29341254,drought,leave
SAMN29341255,drought,leave
SAMN29341256,drought,leave
SAMN29395022,,leaf
SAMN29395023,,leaf
SAMN29395024,,leaf
SAMN29395025,,leaf
SAMN29395026,,leaf
SAMN29395027,,leaf
SAMN29470424,,root
SAMN29470426,,root
SAMN29470428,,root
SAMN29470430,,root
SAMN29470432,,root
SAMN29470434,,root
SAMN29470436,,root
SAMN29470438,,root
SAMN29470440,,root
SAMN29470442,,root
SAMN29470444,,root
SAMN29470446,,root
SAMN29470448,,root
SAMN29470450,,root
SAMN29470452,,root
SAMN29470454,inoculated,root
SAMN29470456,,root
SAMN29470458,,root
SAMN29470460,,root
SAMN29470462,,root
SAMN29470464,,root
SAMN29470466,,root
SAMN29470468,,root
SAMN29470470,,root
SAMN29470472,,root
SAMN29470474,,root
SAMN29470476,,root
SAMN29470478,,root
SAMN29470480,,root
SAMN29470482,,root
SAMN29470484,,root
SAMN29470486,,root
SAMN29470488,,root
SAMN29470490,,root
SAMN29470492,,root
SAMN29470494,,root
SAMN29470496,,root
SAMN29470498,,root
SAMN29470500,,root
SAMN29470502,,root
SAMN29470504,,root
SAMN29470506,,root
SAMN29470508,,root
SAMN29470510,,root
SAMN29470512,,root
SAMN29470514,,root
SAMN29470516,,root
SAMN29470518,,root
SAMN29470520,,root
SAMN29470522,,root
SAMN29470524,,root
SAMN29470526,,root
SAMN29470528,,root
SAMN29470530,,root
SAMN29470532,,root
SAMN29470534,,root
SAMN29470536,,root
SAMN29470538,,root
SAMN29470540,,root
SAMN29470542,,root
SAMN29494544,control,leaf
SAMN29494545,,leaf
SAMN29494546,,leaf
SAMN29494547,,leaf
SAMN29494548,,leaf
SAMN29494549,,leaf
SAMN29494550,control,leaf
SAMN29494551,,leaf
SAMN29494552,,leaf
SAMN29494553,,leaf
SAMN29494554,,leaf
SAMN29494555,,leaf
SAMN29642328,,root
SAMN29911692,,root
SAMN29911694,,root
SAMN29911696,,root
SAMN29911698,,root
SAMN29911700,,root
SAMN29911702,,root
SAMN29911704,,root
SAMN29911706,,root
SAMN29911708,,root
SAMN29911710,,root
SAMN29911712,,root
SAMN29911714,,root
SAMN29911716,,stem
SAMN29911718,,stem
SAMN29911720,,stem
SAMN29911722,,stem
SAMN29911724,,stem
SAMN29911726,,stem
SAMN29911728,,stem
SAMN29911730,,stem
SAMN29911732,,stem
SAMN29911734,,stem
SAMN29911736,,stem
SAMN29911738,,stem
SAMN29911740,,stem
SAMN29911742,,stem
SAMN29911744,,stem
SAMN29911746,,stem
SAMN29911748,,stem
SAMN29911750,,stem
SAMN29911752,,stem
SAMN29911754,,stem
SAMN29911756,,stem
SAMN29911758,,stem
SAMN29911760,,stem
SAMN29911762,,stem
SAMN29911764,,stem
SAMN29911766,,stem
SAMN29911768,,stem
SAMN29911770,,stem
SAMN29911772,,stem
SAMN29911774,,stem
SAMN29911776,,stem
SAMN29911778,,stem
SAMN29911780,,stem
SAMN29911782,,stem
SAMN29911784,,stem
SAMN29911786,,stem
SAMN29914699,control,leave
SAMN29914700,control,leave
SAMN29914701,control,leave
SAMN29914702,control,leave
SAMN29914703,control,leave
SAMN29914704,control,leave
SAMN29914705,control,leave
SAMN29914706,control,leave
SAMN29914707,control,leave
SAMN29914708,control,leave
SAMN29914709,control,leave
SAMN29914710,control,leave
SAMN29914711,,leave
SAMN29914712,,leave
SAMN29914713,,leave
SAMN29914714,,leave
SAMN29914715,,leave
SAMN29914716,,leave
SAMN29914717,,leave
SAMN29914718,,leave
SAMN29914719,,leave
SAMN29914720,,leave
SAMN29914721,,leave
SAMN29914722,,leave
SAMN29914723,control,leave
SAMN29914724,control,leave
SAMN29914725,control,leave
SAMN29914726,control,leave
SAMN29914727,control,leave
SAMN29914728,control,leave
SAMN29914729,control,leave
SAMN29914730,control,leave
SAMN29914731,control,leave
SAMN29914732,control,leave
SAMN29914733,control,leave
SAMN29914734,control,leave
SAMN29914735,,leave
SAMN29914736,,leave
SAMN29914737,,leave
SAMN29914738,,leave
SAMN29914739,,leave
SAMN29914740,,leave
SAMN29914741,,leave
SAMN29914742,,leave
SAMN29914743,,leave
SAMN29914744,,leave
SAMN29914745,,leave
SAMN29914746,,leave
SAMN29993469,,ovule
SAMN29993470,,ovule
SAMN29993471,,ovule
SAMN29993472,,ovule
SAMN29993473,,ovule
SAMN29993474,,ovule
SAMN29993475,,ovule
SAMN29993476,,ovule
SAMN29993477,,ovule
SAMN29993478,,ovule
SAMN29993479,,ovule
SAMN29993480,,ovule
SAMN29993481,,ovule
SAMN29993482,,ovule
SAMN29993483,,ovule
SAMN29993484,,ovule
SAMN29993485,,ovule
SAMN29993486,,ovule
SAMN29993487,,ovule
SAMN29993488,,ovule
SAMN29993489,,ovule
SAMN29993490,,ovule
SAMN29993491,,ovule
SAMN29993492,,ovule
SAMN29993493,,ovule
SAMN29993494,,ovule
SAMN29993495,,ovule
SAMN29993496,,ovule
SAMN29993497,,ovule
SAMN29993498,,ovule
SAMN30003062,,root
SAMN30003063,,root
SAMN30003064,,root
SAMN30003065,,root
SAMN30003066,,root
SAMN30003067,,root
SAMN30164305,,root
SAMN30164306,,root
SAMN30164307,,root
SAMN30164308,,root
SAMN30164309,,root
SAMN30164310,,root
SAMN30192803,,root
SAMN30192804,,root
SAMN30192805,,root
SAMN30192806,,root
SAMN30192807,,root
SAMN30192808,,root
SAMN30192809,,root
SAMN30192810,,root
SAMN30192811,,root
SAMN30192812,,root
SAMN30192813,,root
SAMN30192814,,root
SAMN30192815,,root
SAMN30192816,,root
SAMN30192817,,root
SAMN30192818,,root
SAMN30192819,,root
SAMN30192820,,root
SAMN30202748,nitrogen,root
SAMN30202749,nitrogen,
SAMN30202750,nitrogen,
SAMN30215957,,seed
SAMN30215958,,seed
SAMN30215959,,seed
SAMN30215960,,seed
SAMN30215961,,seed
SAMN30215962,,seed
SAMN30215963,,seed
SAMN30215964,,seed
SAMN30215965,,seed
SAMN30215966,,seed
SAMN30215967,,seed
SAMN30215968,,seed
SAMN30215969,,seed
SAMN30215970,,seed
SAMN30215971,,seed
SAMN30215972,,seed
SAMN30215973,,seed
SAMN30215974,,seed
SAMN30227622,,root
SAMN30227623,,root
SAMN30227624,,root
SAMN30227625,,root
SAMN30227626,,root
SAMN30227627,,root
SAMN30227628,,root
SAMN30227629,,root
SAMN30227630,,root
SAMN30227631,,root
SAMN30227632,,root
SAMN30227633,,root
SAMN30227634,,root
SAMN30227635,,root
SAMN30227636,,root
SAMN30227637,,root
SAMN30227638,,root
SAMN30227639,,root
SAMN30227640,,root
SAMN30227641,,root
SAMN30227642,,root
SAMN30227643,,root
SAMN30227644,,root
SAMN30227645,,root
SAMN30310283,,root
SAMN30310284,,root
SAMN30310285,,root
SAMN30310286,,stem
SAMN30310287,,stem
SAMN30310288,,stem
SAMN30310289,,leaf
SAMN30310290,,leaf
SAMN30310291,,leaf
SAMN30310292,,pod
SAMN30310293,,pod
SAMN30310294,,pod
SAMN30310295,,seed
SAMN30310296,,seed
SAMN30310297,,seed
SAMN30344319,,root
SAMN30344320,,root
SAMN30344321,,root
SAMN30344322,,root
SAMN30427427,stress,
SAMN30427428,stress,
SAMN30428953,,root
SAMN30428954,,root
SAMN30428955,,root
SAMN30428956,stress,root
SAMN30428957,stress,root
SAMN30428958,stress,root
SAMN30470202,,leave
SAMN30470203,,leave
SAMN30470204,,leave
SAMN30470205,,leave
SAMN30470206,,leave
SAMN30470207,,leave
SAMN30470208,,leave
SAMN30470209,,leave
SAMN30470210,,leave
SAMN30470211,,leave
SAMN30470212,,leave
SAMN30470213,,leave
SAMN30609202,,leave
SAMN30609203,,leave
SAMN30609204,,leave
SAMN30609205,,leave
SAMN30609206,,leave
SAMN30609207,,leave
SAMN30685013,,leave
SAMN30685014,,leave
SAMN30685015,,leave
SAMN30685016,,leave
SAMN30685017,,leave
SAMN30685018,,leave
SAMN30685019,,leave
SAMN30685020,,leave
SAMN30685021,,leave
SAMN30685022,,leave
SAMN30685023,,leave
SAMN30685024,,leave
SAMN30685025,,leave
SAMN30685026,,leave
SAMN30685027,,leave
SAMN30685028,,leave
SAMN30685029,,leave
SAMN30685030,,leave
SAMN30685031,,leave
SAMN30685032,,leave
SAMN30685033,,leave
SAMN30685034,,leave
SAMN30685035,,leave
SAMN30685036,,leave
SAMN30696807,,leave
SAMN30696808,,leave
SAMN30696809,,leave
SAMN30696810,,leave
SAMN30696811,,leave
SAMN30696812,,leave
SAMN30696813,,leave
SAMN30696814,,leave
SAMN30696815,,leave
SAMN30696816,,leave
SAMN30696817,,leave
SAMN30696818,,leave
SAMN30696819,,leave
SAMN30696820,,leave
SAMN30696821,,leave
SAMN30696822,,leave
SAMN30696823,,leave
SAMN30696824,,leave
SAMN30722351,control,
SAMN30722352,control,
SAMN30722353,control,
SAMN30722354,control,
SAMN30722355,control,
SAMN30722356,control,
SAMN30722357,control,
SAMN30722358,control,
SAMN30722359,control,
SAMN30722360,control,
SAMN30722361,control,
SAMN30722362,control,
SAMN30722363,control,leaf
SAMN30722364,control,leaf
SAMN30722365,control,leaf
SAMN30722366,control,leaf
SAMN30722367,control,leaf
SAMN30722368,control,leaf
SAMN30722369,control,leaf
SAMN30722370,control,leaf
SAMN30722371,control,leaf
SAMN30722372,control,leaf
SAMN30722373,control,leaf
SAMN30722374,control,leaf
SAMN30727768,,stem
SAMN30727769,,stem
SAMN30727770,,stem
SAMN30727771,,stem
SAMN30727772,,stem
SAMN30727773,,stem
SAMN30727774,,stem
SAMN30727775,,stem
SAMN30727776,,stem
SAMN30727777,,stem
SAMN30727778,,stem
SAMN30727779,,stem
SAMN30727780,,stem
SAMN30727781,,stem
SAMN30727782,,stem
SAMN30758608,iron,leaf
SAMN30758609,iron,leaf
SAMN30758610,iron,leaf
SAMN30758611,iron,leaf
SAMN30758612,iron,root
SAMN30758613,iron,root
SAMN30758614,iron,root
SAMN30758615,iron,root
SAMN30758616,iron,leaf
SAMN30758617,iron,leaf
SAMN30758618,iron,leaf
SAMN30758619,iron,leaf
SAMN30758620,iron,root
SAMN30758621,iron,root
SAMN30758622,iron,root
SAMN30758623,iron,root
SAMN30806742,,stem
SAMN30806743,,stem
SAMN30806744,,stem
SAMN30806745,,stem
SAMN30806746,,stem
SAMN30806747,,stem
SAMN30806748,,stem
SAMN30806749,,stem
SAMN30806750,,stem
SAMN30806751,,stem
SAMN30806752,,stem
SAMN30806753,,stem
SAMN30806754,,stem
SAMN30806755,,stem
SAMN30806756,,stem
SAMN30828424,,hypocotyl
SAMN30837239,,hypocotyl
SAMN30838148,,hypocotyl
SAMN30839554,,hypocotyl
SAMN30843442,,hypocotyl
SAMN30844990,,hypocotyl
SAMN30875271,,hypocotyl
SAMN30876642,heat,pod
SAMN30876643,heat,pod
SAMN30876644,heat,pod
SAMN30876645,heat,pod
SAMN30876646,heat,pod
SAMN30876647,heat,pod
SAMN30876648,deficit,pod
SAMN30876649,deficit,pod
SAMN30876650,deficit,pod
SAMN30876651,control,pod
SAMN30876652,control,pod
SAMN30876653,control,pod
SAMN30879607,,hypocotyl
SAMN30885896,,hypocotyl
SAMN30888707,,hypocotyl
SAMN30889184,,hypocotyl
SAMN30889879,,root
SAMN30889880,,root
SAMN30890072,,hypocotyl
SAMN30890073,,hypocotyl
SAMN30890074,,hypocotyl
SAMN30890075,,hypocotyl
SAMN30890076,,hypocotyl
SAMN31018530,,root
SAMN31018531,,root
SAMN31018532,,root
SAMN31018533,,root
SAMN31018534,,root
SAMN31018535,,root
SAMN31018536,,root
SAMN31018537,,root
SAMN31018538,,root
SAMN31100615,,root
SAMN31100616,,root
SAMN31100617,,root
SAMN31100618,,root
SAMN31100619,,root
SAMN31100620,,root
SAMN31100621,,root
SAMN31100622,,root
SAMN31100623,,root
SAMN31100624,,root
SAMN31100625,,root
SAMN31100626,,root
SAMN31100627,,root
SAMN31100628,,root
SAMN31100629,,root
SAMN31100630,,root
SAMN31100631,,root
SAMN31100632,,root
SAMN31100633,,root
SAMN31100634,,root
SAMN31100635,,root
SAMN31100636,,root
SAMN31100637,,root
SAMN31100638,,root
SAMN31100639,,root
SAMN31100640,,root
SAMN31100641,,root
SAMN31100642,,root
SAMN31100643,,root
SAMN31100644,,root
SAMN31100645,,root
SAMN31100646,,root
SAMN31100647,,root
SAMN31100648,,root
SAMN31100649,,root
SAMN31100650,,root
SAMN31202777,,hypocotyl
SAMN31202778,,hypocotyl
SAMN31202779,,hypocotyl
SAMN31202780,,hypocotyl
SAMN31202781,,hypocotyl
SAMN31202782,,hypocotyl
SAMN31361599,,leaf
SAMN31361600,,leaf
SAMN31361601,,leaf
SAMN31361602,,leaf
SAMN31361603,,leaf
SAMN31361604,,leaf
SAMN31521693,,seed
SAMN31521694,,seed
SAMN31521695,,seed
SAMN31521696,,seed
SAMN31521697,,seed
SAMN31521698,,seed
SAMN31521699,,seed
SAMN31521700,,seed
SAMN31521701,,seed
SAMN31521702,,seed
SAMN31521703,,seed
SAMN31521704,,seed
SAMN31521705,,seed
SAMN31521706,,seed
SAMN31521707,,seed
SAMN31521708,,seed
SAMN31521709,,seed
SAMN31521710,,seed
SAMN31521711,,seed
SAMN31521712,,seed
SAMN31521713,,seed
SAMN31521714,,seed
SAMN31521715,,seed
SAMN31521716,,seed
SAMN31521717,,seed
SAMN31521718,,seed
SAMN31521719,,seed
SAMN31521720,,seed
SAMN31521721,,seed
SAMN31521722,,seed
SAMN31521723,,seed
SAMN31521724,,seed
SAMN31521725,,seed
SAMN31521726,,seed
SAMN31521727,,seed
SAMN31521728,,seed
SAMN31521729,,seed
SAMN31521730,,seed
SAMN31521731,,seed
SAMN31521732,,seed
SAMN31521733,,seed
SAMN31521734,,seed
SAMN31521735,,seed
SAMN31521736,,seed
SAMN31521737,,seed
SAMN31521738,,seed
SAMN31521739,,seed
SAMN31521740,,seed
SAMN31521741,,seed
SAMN31521742,,seed
SAMN31521743,,seed
SAMN31521744,,seed
SAMN31521745,,seed
SAMN31521746,,seed
SAMN31521747,,seed
SAMN31521748,,seed
SAMN31541868,control,
SAMN31541869,control,
SAMN31541870,control,
SAMN31632521,,leave
SAMN31632522,,leave
SAMN31632523,,leave
SAMN31632524,,leave
SAMN31632525,,leave
SAMN31632526,,leave
SAMN31632527,,leave
SAMN31632528,,leave
SAMN31632529,,leave
SAMN31632530,,leave
SAMN31632531,,leave
SAMN31632532,,leave
SAMN31760278,heat,
SAMN31760279,heat,
SAMN31760280,heat,
SAMN31760281,heat,
SAMN31760282,heat,
SAMN31760283,heat,
SAMN31760284,deficit,
SAMN31760285,deficit,
SAMN31760286,deficit,
SAMN31760287,control,
SAMN31760288,control,
SAMN31760289,control,
SAMN31760290,heat,ovary
SAMN31760291,heat,ovary
SAMN31760292,heat,ovary
SAMN31760293,heat,ovary
SAMN31760294,heat,ovary
SAMN31760295,heat,ovary
SAMN31760296,deficit,ovary
SAMN31760297,deficit,ovary
SAMN31760298,deficit,ovary
SAMN31760299,control,ovary
SAMN31760300,control,ovary
SAMN31760301,control,ovary
SAMN31760302,heat,
SAMN31760303,heat,
SAMN31760304,heat,
SAMN31760305,heat,
SAMN31760306,heat,
SAMN31760307,heat,
SAMN31760308,deficit,
SAMN31760309,deficit,
SAMN31760310,deficit,
SAMN31760311,control,
SAMN31760312,control,
SAMN31760313,control,
SAMN31760314,heat,
SAMN31760315,heat,
SAMN31760316,heat,
SAMN31760317,heat,
SAMN31760318,heat,
SAMN31760319,heat,
SAMN31760320,deficit,
SAMN31760321,deficit,
SAMN31760322,deficit,
SAMN31760323,control,
SAMN31760324,control,
SAMN31760325,control,
SAMN31831512,,seed
SAMN31831513,,seed
SAMN31831514,,seed
SAMN31831515,,seed
SAMN31831516,,seed
SAMN31831517,,seed
SAMN31831518,,seed
SAMN31831519,,seed
SAMN31831520,,seed
SAMN31831521,,seed
SAMN31831522,,seed
SAMN31831523,,seed
SAMN31831524,,seed
SAMN31831525,,seed
